task_id,asset_id,corridor_id,location_km,asset_type,defect_type,maintenance_type,criticality,urgency,safety_risk,due_date,overdue_days,estimated_duration_min,crew_required,status
SMMS0221,SIG_267,COR_20,157.1,Point,Interlocking Fault,Preventive,5,2,4,2026-09-11,0,60,6,Pending
SMMS0222,SIG_068,COR_07,117.4,Point,Point Malfunction,Predictive,5,2,4,2026-09-16,0,180,3,Scheduled
SMMS0223,SIG_081,COR_11,12.2,Signal,Point Malfunction,Predictive,2,1,3,2026-09-17,0,90,5,Pending
SMMS0224,SIG_141,COR_05,140.2,Signal,Point Malfunction,Preventive,1,5,5,2026-09-19,0,60,6,Scheduled
SMMS0225,SIG_119,COR_08,123.7,Cable,Signal Failure,Emergency,2,5,5,2026-09-06,0,90,7,Scheduled
SMMS0226,SIG_199,COR_16,85.3,Point,Point Malfunction,Preventive,1,4,1,2026-09-04,0,60,5,Pending
SMMS0227,SIG_105,COR_03,31.9,Interlock,Axle Counter Fault,Emergency,3,4,2,2026-09-05,0,90,5,In Progress
SMMS0228,SIG_195,COR_11,70.9,Signal,Axle Counter Fault,Corrective,4,4,1,2026-09-18,0,45,6,Scheduled
SMMS0229,SIG_286,COR_13,92.9,Signal,Point Malfunction,Predictive,4,4,3,2026-08-31,4,180,8,Pending
SMMS0230,SIG_217,COR_10,110.4,Signal,Axle Counter Fault,Preventive,4,4,1,2026-09-04,0,150,6,Pending
SMMS0231,SIG_280,COR_05,70.8,Cable,Interlocking Fault,Corrective,2,4,5,2026-09-17,0,150,3,In Progress
SMMS0232,SIG_129,COR_11,124.5,Point,Signal Failure,Corrective,1,4,3,2026-09-01,3,30,6,Scheduled
SMMS0233,SIG_082,COR_13,99.1,Signal,Point Malfunction,Predictive,5,2,2,2026-09-15,0,180,3,Pending
SMMS0234,SIG_215,COR_10,55.7,Interlock,Cable Fault,Preventive,1,2,2,2026-08-31,4,30,6,In Progress
SMMS0235,SIG_235,COR_16,154.0,Signal,Axle Counter Fault,Emergency,2,2,5,2026-08-30,5,150,5,Pending
SMMS0236,SIG_041,COR_20,108.0,Point,Axle Counter Fault,Predictive,5,5,2,2026-09-13,0,30,3,Pending
SMMS0237,SIG_179,COR_02,26.2,Signal,Axle Counter Fault,Predictive,3,1,1,2026-09-19,0,30,5,Completed
SMMS0238,SIG_146,COR_20,119.0,Point,Interlocking Fault,Predictive,1,1,3,2026-09-04,0,60,4,In Progress
SMMS0239,SIG_219,COR_18,11.7,Interlock,Point Malfunction,Corrective,3,3,5,2026-09-01,3,90,6,Pending
SMMS0240,SIG_030,COR_04,102.8,Signal,Interlocking Fault,Predictive,4,5,3,2026-09-05,0,60,6,Scheduled
SMMS0241,SIG_182,COR_05,110.6,Interlock,Axle Counter Fault,Emergency,4,2,5,2026-09-18,0,45,7,Pending
SMMS0242,SIG_001,COR_04,4.3,Signal,Point Malfunction,Emergency,4,1,3,2026-09-05,0,60,6,In Progress
SMMS0243,SIG_006,COR_07,124.2,Cable,Signal Failure,Predictive,3,5,5,2026-09-05,0,60,8,Pending
SMMS0244,SIG_175,COR_13,130.4,Signal,Point Malfunction,Preventive,3,3,4,2026-09-09,0,90,8,Pending
SMMS0245,SIG_247,COR_05,112.9,Cable,Interlocking Fault,Emergency,1,5,3,2026-09-03,1,120,7,Scheduled
SMMS0246,SIG_275,COR_01,37.5,Cable,Cable Fault,Corrective,2,3,1,2026-09-16,0,60,5,Scheduled
SMMS0247,SIG_293,COR_20,70.1,Signal,Cable Fault,Predictive,1,3,4,2026-09-04,0,30,5,In Progress
SMMS0248,SIG_232,COR_10,38.9,Cable,Point Malfunction,Corrective,3,1,2,2026-09-10,0,30,5,Scheduled
SMMS0249,SIG_257,COR_05,34.2,Interlock,Axle Counter Fault,Predictive,3,2,1,2026-09-14,0,180,6,Scheduled
SMMS0250,SIG_106,COR_02,82.7,Signal,Signal Failure,Predictive,1,5,1,2026-09-03,1,60,5,In Progress
