task_id,asset_id,corridor_id,location_km,asset_type,defect_type,maintenance_type,criticality,urgency,safety_risk,due_date,overdue_days,estimated_duration_min,crew_required,status
TDMS0219,OHE_174,COR_18,44.3,Feeder,Catenary Damage,Preventive,3,1,1,2026-09-04,0,180,7,Pending
TDMS0220,OHE_057,COR_11,168.5,Insulator,Feeder Fault,Preventive,3,3,2,2026-09-19,0,120,8,Completed
TDMS0221,OHE_034,COR_04,26.0,Feeder,OHE Wire Sag,Preventive,5,4,3,2026-09-12,0,60,6,Pending
TDMS0222,OHE_126,COR_02,137.4,Feeder,Pole Damage,Predictive,2,3,2,2026-09-19,0,30,7,In Progress
TDMS0223,OHE_261,COR_19,159.5,Feeder,Catenary Damage,Emergency,5,1,2,2026-09-03,1,120,5,In Progress
TDMS0224,OHE_261,COR_12,89.7,Pole,OHE Wire Sag,Predictive,3,5,4,2026-09-19,0,150,5,Pending
TDMS0225,OHE_206,COR_19,117.0,Feeder,OHE Wire Sag,Preventive,4,2,4,2026-09-17,0,45,4,Pending
TDMS0226,OHE_293,COR_06,168.4,Insulator,Insulator Failure,Corrective,2,1,3,2026-09-11,0,90,6,Pending
TDMS0227,OHE_022,COR_15,92.2,Insulator,Feeder Fault,Emergency,4,4,4,2026-09-17,0,60,8,Pending
TDMS0228,OHE_196,COR_01,32.3,Feeder,Insulator Failure,Corrective,3,1,3,2026-09-07,0,180,6,Scheduled
TDMS0229,OHE_041,COR_09,166.8,OHE,Catenary Damage,Corrective,3,1,5,2026-09-19,0,45,4,Pending
TDMS0230,OHE_129,COR_10,134.1,Insulator,OHE Wire Sag,Preventive,5,3,1,2026-09-09,0,180,4,Pending
TDMS0231,OHE_207,COR_13,147.9,OHE,Feeder Fault,Preventive,4,2,2,2026-09-10,0,150,7,Pending
TDMS0232,OHE_265,COR_19,141.5,Pole,Feeder Fault,Predictive,1,3,2,2026-09-06,0,90,8,Completed
TDMS0233,OHE_108,COR_15,81.0,OHE,Insulator Failure,Preventive,5,2,3,2026-09-12,0,150,2,Pending
TDMS0234,OHE_174,COR_08,75.4,Pole,Pole Damage,Predictive,3,5,1,2026-09-10,0,120,8,Pending
TDMS0235,OHE_079,COR_11,102.3,Pole,Feeder Fault,Preventive,4,1,5,2026-09-03,1,90,3,Pending
TDMS0236,OHE_292,COR_15,115.0,Insulator,Catenary Damage,Preventive,1,5,2,2026-09-09,0,30,8,Scheduled
TDMS0237,OHE_014,COR_06,35.8,Pole,Insulator Failure,Preventive,2,3,5,2026-09-14,0,30,5,Pending
TDMS0238,OHE_006,COR_06,58.8,Pole,Feeder Fault,Preventive,1,2,5,2026-09-15,0,90,5,Scheduled
TDMS0239,OHE_106,COR_05,156.7,Insulator,Feeder Fault,Emergency,2,5,5,2026-09-11,0,60,6,Pending
TDMS0240,OHE_142,COR_07,1.3,Feeder,Feeder Fault,Corrective,4,5,2,2026-09-13,0,120,4,Completed
TDMS0241,OHE_236,COR_15,103.7,OHE,Insulator Failure,Emergency,3,3,4,2026-09-14,0,120,8,In Progress
TDMS0242,OHE_213,COR_08,32.3,Pole,Feeder Fault,Emergency,2,5,1,2026-09-04,0,90,7,Completed
TDMS0243,OHE_081,COR_09,158.9,Insulator,Catenary Damage,Preventive,4,4,5,2026-09-06,0,30,4,Pending
TDMS0244,OHE_259,COR_11,73.8,Feeder,Insulator Failure,Preventive,5,1,4,2026-09-02,2,30,2,Scheduled
TDMS0245,OHE_196,COR_11,134.3,Feeder,Feeder Fault,Corrective,1,3,1,2026-09-13,0,150,3,Pending
TDMS0246,OHE_249,COR_15,12.3,Feeder,Feeder Fault,Preventive,4,3,2,2026-09-13,0,45,8,Pending
TDMS0247,OHE_091,COR_10,22.3,Pole,OHE Wire Sag,Corrective,1,3,2,2026-09-02,2,90,4,Pending
TDMS0248,OHE_273,COR_07,79.6,OHE,Pole Damage,Corrective,4,3,4,2026-08-31,4,30,6,Pending
TDMS0249,OHE_104,COR_08,67.4,Feeder,OHE Wire Sag,Corrective,1,4,1,2026-09-11,0,30,4,In Progress
TDMS0250,OHE_113,COR_04,143.4,Feeder,OHE Wire Sag,Corrective,4,5,1,2026-09-01,3,180,4,Pending
